Region,Division,Sum,Rank,Ref_SchoolID,School2_ID,School3_ID,RefSchool_Name,School2_Name,School3_Name,RefSchool_LAT,RefSchool_LONG,School2_LAT,School2_LONG,School3_LAT,School 3_LONG,RefSch ot_Sch2,RefSch ot_Sch3,Sum of D1_D2,School Type
Region VIII,Eastern Samar,17.30193557,6,122413,122433,122775,Can-avid Central Elementary School Eastern Samar 122413,Dolores Central Elementary School Eastern Samar 122433,Taft  Central Elementary School Eastern Samar 122775,11.9975,125.4497222,12.03916667,125.4833333,11.900551,125.419028,5.940988005,11.36094756,17.30193557,CS
Region X,El Salvador,3.587313894,1,127671,127670,127677,El Salvador City CS El Salvador 127671,Cogon ES El Salvador 127670,Pedro Sa. Baculio ES (Bolobolo) El Salvador 127677,8.557172,124.520485,8.545374,124.504097,8.556451,124.5326,2.243852884,1.34346101,3.587313894,CS
Region X,El Salvador,4.591611365,2,127676,127667,127680,Molugan Central School El Salvador 127676,Amoros ES El Salvador 127667,Taytay ES El Salvador 127680,8.533661,124.56234,8.52634,124.545219,8.542022,124.541138,2.064875659,2.526735705,4.591611364,CS
Region VI,Escalante City,3.379199771,1,117043,117046,117051,Escalante Central Elementary School Escalante City 117043,Jonobjonob Elementary School Escalante City 117046,Teofilo Amante Sr. Elementary School Escalante City 117051,10.839397,123.496885,10.83421,123.486981,10.855771,123.507024,1.233996812,2.14520296,3.379199772,CS
Region VI,Escalante City,6.751132892,2,117060,117059,117065,Mabini Central Elementary School Escalante City 117060,Libertad Elementary School Escalante City 117059,Udtongan Elementary School Escalante City 117065,10.793073,123.484241,10.783128,123.459477,10.779323,123.51593,2.941806838,3.809326054,6.751132892,CS
Region III,Gapan City,1.021385738,1,105334,105319,105345,Gapan South CS Gapan City 105334,Gapan North C/S Gapan City 105319,Sto. Nino ES Gapan City 105345,15.308461,120.946714,15.31217263,120.9494558,15.305057,120.943557,0.510142307,0.511243431,1.021385738,CS
Region XII,General Santos City,0.845155516,1,131283,131284,131289,Dadiangas South Central Elementary School General Santos City 131283,Irineo Santiago Elementary School General Santos City 131284,Dadiangas East ES General Santos City 131289,6.1104103,125.1757926,6.1094695,125.174475,6.1162186,125.1770305,0.180547066,0.66460845,0.845155516,CS
Region XII,General Santos City,1.122440174,2,131323,131321,131324,Upper Tambler I Central Elementary School General Santos City 131323,NASA Elementary School General Santos City 131321,Upper Tambler Elementary School  II General Santos City 131324,6.071944444,125.1197222,6.065564,125.112954,6.071313,125.119309,1.038110895,0.084329279,1.122440174,CS
Region XII,General Santos City,1.628672449,3,131273,131270,131272,Lagao Central Elementary School General Santos City 131273,Dadiangas Heights Elementary School General Santos City 131270,Jose Catolico Sr. Elementary School General Santos City 131272,6.131381,125.18625,6.125647,125.174158,6.131549,125.185025,1.491041898,0.137630551,1.628672449,CS
Region XII,General Santos City,1.672965064,4,131296,131297,210011,H.N. Cahilsot Central Elementary School General Santos City 131296,Romana C. Acharon Central Elemetary School General Santos City 131297,H.N. Cahilsot Central Elementary School II General Santos City 210011,6.078292,125.140941,6.079664,125.141053,6.066841667,125.1336194,0.154084229,1.518880835,1.672965064,CS
Region XII,General Santos City,3.156696379,9,131313,131279,131315,New Society Central Elementary School General Santos City 131313,Lanton Elementary School General Santos City 131279,P. Kindat Elementary School General Santos City 131315,6.131946,125.128983,6.121722,125.121287,6.123055556,125.1416667,1.429497625,1.727198754,3.156696379,CS
Region XII,General Santos City,3.78237471,11,131303,131298,131302,H. Bayan Sr. Central Elementary School General Santos City 131303,Balite Elementary School General Santos City 131298,Datu Acad Dalid Elementary School General Santos City 131302,6.119418,125.22564,6.128814,125.202138,6.117198,125.234,2.819290234,0.963084476,3.78237471,CS
Region XII,General Santos City,8.367730241,13,131269,131267,131287,Conel Central Elementary School General Santos City 131269,A. Biscayda ES General Santos City 131267,New Mabuhay Eementary School General Santos City 131287,6.200299,125.18863,6.234313,125.195636,6.177854,125.155286,3.886461609,4.481268632,8.367730241,CS
Region X,Gingoog City,0.844191615,1,128055,128050,128054,Manuel Lugod Central School Gingoog City 128055,DON RESTITUTO BAOL CENTRAL Gingoog City 128050,Magallanes Elementary School Gingoog City 128054,8.825834,125.098976,8.823109,125.101906,8.826406,125.0954144,0.44506461,0.399127005,0.844191615,CS
Region X,Gingoog City,5.346256704,3,128038,128007,128040,Odiongan Central School Gingoog City 128038,Anakan Central School Gingoog City 128007,Pangasihan Elementary School Gingoog City 128040,8.874895,125.174446,8.848266,125.174789,8.890499,125.188866,2.98104074,2.365215965,5.346256705,CS
Region VII,Guihulngan City,4.994055583,1,120267,120265,120284,Guihulngan South CS Guihulngan City 120267,Buenavista ES Guihulngan City 120265,Filomena T. Aranas MES (Tinayunan Beach ES) Guihulngan City 120284,10.1215685,123.2689,10.14128921,123.2469561,10.10629158,123.267233,3.274147793,1.71990779,4.994055583,CS
Region VII,Guihulngan City,5.918327691,2,120642,120625,120638,Vallehermoso Central Elementary School Guihulngan City 120642,"Don Vicente Lopez, Sr. MS (Bagawines ES) Guihulngan City 120625",Tabon Elementary School Guihulngan City 120638,10.334583,123.327048,10.357486,123.325299,10.30468,123.326812,2.570942153,3.347385538,5.918327691,CS
Region VI,Guimaras,3.959205653,1,115821,115826,115832,Buenavista Central School Guimaras 115821,Old Poblacion Elementary School Guimaras 115826,Salvacion Elementary School Guimaras 115832,10.69905101,122.6426934,10.68403215,122.6219593,10.69689021,122.6326964,2.83332206,1.125883593,3.959205653,CS
Region VI,Guimaras,9.153513442,2,115873,115849,115865,San Miguel Central School Guimaras 115873,Constancia Elementary School Guimaras 115849,Manuel Maravilla Memorial School Guimaras 115865,10.60014911,122.586681,10.59070454,122.6394589,10.62431451,122.5702921,5.902578001,3.250935442,9.153513443,CS
Region VI,Himamaylan City,5.990994557,1,117076,117103,117107,Himamaylan CS Himamaylan City 117076,Mambagaton ES Himamaylan City 117103,Talaban ES Himamaylan City 117107,10.095375,122.871353,10.118696,122.881393,10.123555,122.870537,2.835297774,3.155696782,5.990994556,CS
CAR,Ifugao,4.659669848,1,135763,135771,220012,Alfonso Lista CS Ifugao 135763,Dolowog ES Ifugao 135771,Hulbo ES Ifugao 220012,16.92002222,121.4856092,16.92279915,121.4714422,16.94285707,121.4690495,1.548684568,3.11098528,4.659669848,CS
CAR,Ifugao,4.795821599,2,135934,135927,135933,Mayoyao Central School Ifugao 135934,Inwaloy ES Ifugao 135927,Mayban PS Ifugao 135933,16.96835418,121.2205427,16.96902135,121.1911097,16.96144274,121.2340879,3.152122946,1.643698653,4.795821599,CS
CAR,Ifugao,4.805452097,3,135887,135876,135893,Lagawe Central School Ifugao 135887,Pindongan ES Ifugao 135876,Tungngod Elementary School Ifugao 135893,16.79780913,121.1244974,16.81516431,121.0922416,16.79225443,121.1297744,3.964973273,0.840478824,4.805452097,CS
CAR,Ifugao,4.965787414,4,135813,135808,135811,Banaue CS Ifugao 135813,Amganad ES Ifugao 135808,Balawis ES Ifugao 135811,16.90724801,121.0575533,16.88586028,121.0592201,16.8845274,121.0544421,2.400748487,2.565038927,4.965787414,CS
CAR,Ifugao,6.378645522,5,135902,135904,135911,Lamut CS Ifugao 135902,Mabatobato ES Ifugao 135904,Pugol  Elementary School Ifugao 135911,16.6480955,121.2233842,16.63857423,121.2008402,16.67726061,121.2403295,2.642296129,3.736349392,6.378645521,CS
Region X,Iligan City,1.119863839,1,128145,128147,128151,Iligan City South I-A Central School Iligan City 128145,Tubod ES Iligan City 128147,Victor G. Guevara MS Iligan City 128151,8.213657,124.242859,8.218653,124.246547,8.210715,124.240402,0.692602691,0.427261148,1.119863839,CS
Region X,Iligan City,1.780471737,5,128081,128079,128082,Tambo Central School Iligan City 128081,Bagong Silang ES Iligan City 128079,Luinab Elementary School Iligan City 128082,8.244166,124.257184,8.239166667,124.2547222,8.2425,124.2675,0.622533334,1.157938403,1.780471737,CS
Region X,Iligan City,2.494883265,6,128095,128093,128094,Sta. Filomena Central School Iligan City 128095,Echavez ES Iligan City 128093,Kiwalan Elementary School Iligan City 128094,8.2691864,124.2614259,8.259209,124.263871,8.280277778,124.2661111,1.149225913,1.345657352,2.494883265,CS
Region X,Iligan City,3.102750459,7,128150,128148,128156,Tomas Cabili Central School Iligan City 128150,Dona Josefa F. Celdran MS Iligan City 128148,SUAREZ CENTRAL SCHOOL Iligan City 128156,8.209316,124.221944,8.216632,124.232101,8.195928,124.214492,1.39174306,1.711007399,3.102750459,CS
Region I,Ilocos Norte,0.310588994,1,100208,100203,100212,Pasuquin Central Elementary School Ilocos Norte 100208,Madalayap Elementary School Ilocos Norte 100203,Sulbec PS Ilocos Norte 100212,18.33387222,120.6180167,18.333322,120.616675,18.33332222,120.616675,0.155299379,0.155289615,0.310588994,CS
Region I,Ilocos Norte,0.816144848,2,100171,100172,100173,Pagudpud Central Elementary School Ilocos Norte 100171,Pagudpud South CES Ilocos Norte 100172,Pancian ES Ilocos Norte 100173,18.564082,120.787051,18.558056,120.784554,18.5645382,120.7877657,0.724715273,0.091429575,0.816144848,CS
Region I,Ilocos Norte,1.135462836,3,100272,100127,100267,Sarrat North CS Ilocos Norte 100272,Ver ES Ilocos Norte 100127,Ruiz ES Ilocos Norte 100267,18.1609881,120.6484196,18.15751389,120.6458139,18.166668,120.65001,0.477548362,0.657914474,1.135462836,CS
Region I,Ilocos Norte,2.234002284,4,100025,100041,150002,Badoc North Central School Ilocos Norte 100025,Turod ES Ilocos Norte 100041,Mabusag Sur ES Ilocos Norte 150002,17.930471,120.476138,17.93343,120.466619,17.934326,120.465952,1.066515527,1.167486757,2.234002284,CS
Region I,Ilocos Norte,2.310049008,5,100189,100181,100186,Paoay East Central ES Ilocos Norte 100189,Evangelista ES Ilocos Norte 100181,Nalasin ES Ilocos Norte 100186,18.059256,120.524984,18.054271,120.518215,18.071556,120.522663,0.911230409,1.398818599,2.310049008,CS
Region I,Ilocos Sur,1.919335747,1,100544,100525,100548,Narvacan South CS (SPED Center) Ilocos Sur 100544,Narvacan North Central School Ilocos Sur 100525,San Antonio ES Ilocos Sur 100548,17.417656,120.477379,17.42527,120.473961,17.4088,120.477,0.927185886,0.992149861,1.919335747,CS
Region I,Ilocos Sur,2.37673307,3,100698,100692,100699,Sta. Lucia North CS Ilocos Sur 100698,Luba ES Ilocos Sur 100692,Sta. Lucia South CS Ilocos Sur 100699,17.117696,120.449857,17.130296,120.436733,17.115194,120.447365,1.990066028,0.386667042,2.37673307,CS
Region I,Ilocos Sur,2.902570812,5,100684,100677,100683,Sta. Cruz CS Ilocos Sur 100684,Pilar Elementary School Ilocos Sur 100677,Sidaoen Elementary  School Ilocos Sur 100683,17.083818,120.454641,17.075859,120.444789,17.070486,120.457451,1.380223527,1.522347285,2.902570812,CS
Region I,Ilocos Sur,3.017267073,6,100403,100402,100420,Cabugao South Central School Ilocos Sur 100403,Cabugao North Central School Ilocos Sur 100402,Sagayaden Elementary School Ilocos Sur 100420,17.78885833,120.4579972,17.79384722,120.4569167,17.76724167,120.454575,0.570198005,2.447069067,3.017267072,CS
Region I,Ilocos Sur,3.039407239,7,100714,100710,100718,Sta. Maria East CS Ilocos Sur 100714,Maynganay Elementary School Ilocos Sur 100710,Tinaan Elementary School Ilocos Sur 100718,17.366838,120.4823,17.38124444,120.4821222,17.37626111,120.4912917,1.612741209,1.426666031,3.03940724,CS
Region I,Ilocos Sur,5.007336491,9,100502,100496,100497,Magsingal South Central School Ilocos Sur 100502,Arinaya Elementary School Ilocos Sur 100496,Barbarit Elementary School Ilocos Sur 100497,17.69021111,120.4282278,17.700535,120.412659,17.710491,120.446396,2.022880184,2.984456307,5.007336491,CS
Region I,Ilocos Sur,5.642309108,10,100638,100387,100633,Santiago South Central School Ilocos Sur 100638,Apatot Community School Ilocos Sur 100387,Olo-olo Elementary School Ilocos Sur 100633,17.294205,120.446373,17.319288,120.428497,17.27416667,120.4474972,3.396040686,2.246268422,5.642309108,CS
Region I,Ilocos Sur,5.80410238,11,100653,100654,100655,SINAIT WEST CS Ilocos Sur 100653,Sta. Cruz ES Ilocos Sur 100654,Teppeng Elementary School Ilocos Sur 100655,17.864464,120.456572,17.893076,120.466972,17.842903,120.455744,3.388993417,2.415108963,5.80410238,CS
Region I,Ilocos Sur,8.374669704,12,100357,100361,100388,Lidlidda South CS Ilocos Sur 100357,Naguimba ES Ilocos Sur 100361,Bessang ES Ilocos Sur 100388,17.253819,120.520646,17.24214,120.488319,17.29318889,120.535375,3.69490265,4.679767053,8.374669703,CS
Region VI,Iloilo,2.817946382,1,116349,116347,116354,Estancia Central Elementary School Iloilo 116349,Botongon ES Iloilo 116347,Paon ES Iloilo 116354,11.456009,123.149399,11.448985,123.15004,11.474116,123.150154,0.78939179,2.028554593,2.817946383,CS
Region VI,Iloilo,4.30266641,2,116273,116283,116286,Dingle Central Elementary School Iloilo 116273,SAN MATIAS ELEMENTARY SCHOOL Iloilo 116283,Tabugon ES Iloilo 116286,11.000674,122.65002,11.00051,122.661773,11.018135,122.629174,1.291564792,3.011101619,4.302666411,CS
Region VI,Iloilo,5.185489949,3,115944,115945,116521,Alibango Central Elementary School Iloilo 115944,Alimodian CES Iloilo 115945,Buga Central Elementary School Iloilo 116521,10.824265,122.430367,10.818722,122.429452,10.808694,122.392073,0.628575583,4.556914367,5.18548995,CS
Region VI,Iloilo,6.349003882,4,116212,116218,116228,Carles CS Iloilo 116212,Guinticgan ES Iloilo 116218,Tarong ES Iloilo 116228,11.566667,123.133331,11.552333,123.115667,11.532457,123.13169,2.515375167,3.833628716,6.349003883,CS
Region VI,Iloilo,7.626787128,5,116602,116599,116653,Mina Central School Iloilo 116602,Cabalabaguan Elementary School Iloilo 116599,Igang ES Iloilo 116653,10.930187,122.572192,10.935967,122.58197,10.911359,122.626907,1.254398243,6.372388885,7.626787128,CS
Region VI,Iloilo,7.679705752,6,116340,116323,116479,P.D. Monfort Central Elementary School Iloilo 116340,Dumangas CES Iloilo 116323,Napnud ES Iloilo 116479,10.78944,122.645869,10.7838,122.621,10.777222,122.603333,2.806532371,4.873173381,7.679705752,CS
Region VI,Iloilo,7.860873805,8,116242,116233,116235,Concepcion CS Iloilo 116242,Aglosong ES Iloilo 116233,Bacjawan Sur Elementary School Iloilo 116235,11.21373,123.10787,11.24089,123.08663,11.211407,123.071251,3.831654142,4.029219663,7.860873805,CS
Region VI,Iloilo,8.77549591,9,116176,116165,116175,Badlan Central School Iloilo 116176,Guiso ES Iloilo 116165,Alibunan Elementary School Iloilo 116175,11.129055,122.532234,11.120246,122.570371,11.157084,122.503216,4.303265413,4.472230497,8.77549591,CS
Region VI,Iloilo,8.865716358,10,116360,116363,116834,Guimbal Central Elementary School Iloilo 116360,Nalundan ES Iloilo 116363,Mayor Eugenio Torrento ES Iloilo 116834,10.663184,122.321095,10.660766,122.287094,10.67326,122.366455,3.750079838,5.11563652,8.865716358,CS
Region VI,Iloilo,9.021050513,12,116754,116638,116753,San Miguel CS Iloilo 116754,Jibao-an Elementary School Iloilo 116638,San Jose ES Iloilo 116753,10.778741,122.467069,10.751673,122.507482,10.76227,122.495634,5.378746609,3.642303904,9.021050513,CS
Region VI,Iloilo,9.80229998,13,116451,116428,116455,Caninguan CS Iloilo 116451,Don Eugenio Ladrido MES Iloilo 116428,Don Ignacio Ramirez MS Iloilo 116455,11.09225,122.468636,11.056716,122.478556,11.0975,122.417222,4.124186682,5.678113303,9.802299985,CS
Region VI,Iloilo,15.6449008,17,116740,116570,116721,San Joaquin Central Elementary School Iloilo 116740,Miagao Central Elementary School Iloilo 116570,Balbino Seron Elementary School Iloilo 116721,10.586962,122.142349,10.64444444,122.2352778,10.58527778,122.11,12.08045763,3.564443164,15.64490079,CS
Region VI,Iloilo City,1.583239065,1,117588,117589,117609,Iloilo Central ES Iloilo City 117588,Manuel L. Quezon ES Iloilo City 117589,Nabitasan ES Iloilo City 117609,10.700521,122.565335,10.693137,122.560351,10.704897,122.562322,0.991824003,0.591415062,1.583239065,CS
Region V,Iriga City,3.084390762,1,114420,114424,114427,Iriga CS Iriga City 114420,San Isidro ES Iriga City 114424,San Nicolas ES Iriga City 114427,13.426283,123.414875,13.442478,123.40123,13.432844,123.413999,2.343797808,0.740592954,3.084390762,CS
Region II,Isabela,0.334091978,1,103331,103332,103699,Echague West Central School Isabela 103331,Fugu Elementary School Isabela 103332,Capayacan Elementary School Isabela 103699,16.704183,121.674432,16.704124,121.672287,16.704163,121.673462,0.230069892,0.104022085,0.334091977,CS
Region II,Isabela,0.984863925,2,103607,103597,103613,Ramon Central School Isabela 103607,Bugallon Norte Elementary School Isabela 103597,Villa Carmen Elementary School Isabela 103613,16.781194,121.533125,16.78775,121.531961,16.783333,121.533333,0.7443929,0.240471025,0.984863925,CS
Region II,Isabela,1.095217423,3,103006,103005,103008,Alicia West Central School Isabela 103006,Alicia Central School Isabela 103005,Aurora Elementary School Isabela 103008,16.781362,121.691275,16.776863,121.697587,16.77922778,121.6920194,0.843348252,0.251869171,1.095217423,CS
Region II,Isabela,1.112981318,4,103343,103344,103350,Gamu Central School Isabela 103343,Guibang Elementary School Isabela 103344,Sta. Rosa Primary School Isabela 103350,17.052357,121.834732,17.049999,121.833336,17.050308,121.827476,0.303296836,0.809684482,1.112981318,CS
Region II,Isabela,1.270013902,5,103166,103171,103176,Cabatuan West Central School Isabela 103166,La Paz Elementary School Isabela 103171,Ortiz-Saranay Elementary School Isabela 103176,16.95686944,121.6649806,16.958889,121.669167,16.95678889,121.6721528,0.502022364,0.767991538,1.270013902,CS
Region II,Isabela,2.03320764,7,103072,103076,103093,Aurora Central School Isabela 103072,Ballesteros Elementary School Isabela 103076,Sta Rita Elementary School Isabela 103093,16.988914,121.635797,16.987165,121.624343,16.992667,121.642063,1.241724896,0.791482744,2.03320764,CS
Region II,Isabela,2.326792787,8,103520,103513,103625,Naguilian Central School Isabela 103520,Flores Elementary School Isabela 103513,Salucong Elementary School Isabela 103625,17.022934,121.834608,17.02654112,121.8350111,17.03412,121.821,0.406072673,1.920720114,2.326792787,CS
Region II,Isabela,2.409620417,9,103788,103775,103783,San Mateo East Central School Isabela 103788,Marasat Pequeño Elementary School Isabela 103775,Dagupan Elementary School Isabela 103783,16.880987,121.580326,16.883283,121.587834,16.868485,121.573779,0.844281441,1.565338976,2.409620417,CS
Region II,Isabela,2.586548587,10,103903,103274,103884,Tumauini South Central School Isabela 103903,San Antonio Elementary School Isabela 103274,Tumauini North Central School Isabela 103884,17.27130508,121.8091736,17.273211,121.7916417,17.27747154,121.8102875,1.886093438,0.70045515,2.586548588,CS
Region II,Isabela,2.62334887,11,103624,103617,103628,Reina Mercedes Central School Isabela 103624,Bliss Elementary School Isabela 103617,Tallungan ES Isabela 103628,16.987336,121.819627,16.99884,121.8101,16.99293,121.812577,1.642682466,0.980666403,2.623348869,CS
Region II,Isabela,2.769435089,13,103470,103465,103469,Jones West Central School-C2 Isabela 103470,Disimpit Elementary School Isabela 103465,Jones West Central School Campus 1 Isabela 103469,16.55401111,121.7005278,16.54833889,121.717925,16.561127,121.700129,1.971747467,0.797687622,2.769435089,CS
Region II,Isabela,3.47630991,15,103636,103640,103646,Roxas Central School Isabela 103636,Bantug-Lintao Elementary School Isabela 103640,San Rafael Elementary School Isabela 103646,17.1225,121.619444,17.114354,121.61286,17.1025,121.613611,1.152204492,2.324105418,3.47630991,CS
Region II,Isabela,3.502007356,16,103022,103055,103064,Angadanan East Central School Isabela 103022,Calabayan Elementary School Isabela 103055,Minanga-Baniket Elementary School Isabela 103064,16.739642,121.737866,16.75508889,121.7409083,16.75,121.75,1.759578059,1.742429297,3.502007356,CS
Region II,Isabela,3.915655776,18,103871,103147,103160,Sto. Tomas Central School Isabela 103871,Cansan Elementary School Isabela 103147,San Bernardo Elementary School Isabela 103160,17.4,121.76667,17.39305496,121.7880554,17.402011,121.752761,2.413005449,1.502650327,3.915655776,CS
Region II,Isabela,4.347222507,19,103742,103730,155514,San Mariano Central School SPED Center Isabela 103742,Bitabian Elementary School Isabela 103730,Angela Elementary School Isabela 155514,16.982484,122.014674,16.946403,122.011811,16.982466,122.011902,4.050453843,0.296768665,4.347222508,CS
Region II,Isabela,4.75397046,20,103854,103149,103847,Sta. Maria Central School Isabela 103854,Catabayungan Elementary School Isabela 103149,Mozzozzin Elementary School Isabela 103847,17.46824,121.751805,17.43589,121.75561,17.45864,121.749199,3.643921422,1.110049038,4.75397046,CS
Region II,Isabela,4.781012043,21,103487,103486,103491,Luna Central School Isabela 103487,Lalog Elementary School Isabela 103486,Puroc-Concepcion ES Isabela 103491,16.969604,121.731718,16.987838,121.719115,16.972349,121.710105,2.446736854,2.334275189,4.781012043,CS
Region II,Isabela,4.933969534,22,103779,103771,103781,San Mateo North Central School Isabela 103779,Daramuangan Sur Elementary School Isabela 103771,Victoria Elementary School Isabela 103781,16.866074,121.61364,16.889757,121.598007,16.852538,121.604598,3.135614694,1.798354839,4.933969533,CS
Region II,Isabela,5.167742432,23,103128,103132,103713,Burgos Central School Isabela 103128,Malasin Elementary School Isabela 103132,Caraniogan Elementary School Isabela 103713,17.066899,121.692646,17.050681,121.698971,17.073601,121.663284,1.937487696,3.230254736,5.167742432,CS
Region II,Isabela,5.619719012,25,103258,103247,103255,Cordon North Central School Isabela 103258,Cordon South Central School-Main Isabela 103247,San Juan Elementary School Isabela 103255,16.679629,121.469122,16.67316667,121.4644333,16.719748,121.483231,0.880941045,4.738777968,5.619719013,CS
Region II,Isabela,6.139535948,27,103719,103712,103726,San Manuel Central School Isabela 103719,Cabaritan Elementary School Isabela 103712,Pisang Elementary School Isabela 103726,17.022594,121.637451,17.034372,121.611549,17.035566,121.66272,3.069834932,3.069701017,6.139535949,CS
Region II,Isabela,7.634961103,29,103690,103038,103672,San Guillermo Central School Isabela 103690,Macalauat Elementary School Isabela 103038,Anonang Primary School Isabela 103672,16.722271,121.808357,16.727434,121.763717,16.739345,121.827632,4.82030707,2.814654033,7.634961103,CS
Region II,Isabela,12.04629913,31,103707,103311,155510,San Isidro West Central School Isabela 103707,Echague South Central School Isabela 103311,Ramos West Elementary School Isabela 155510,16.74735833,121.6168972,16.695,121.6447222,16.69858889,121.6136917,6.576336204,5.469962928,12.04629913,CS
Region IX,Isabela City,0.7002633,1,126002,126003,198010,Isabela Central Elementary Pilot School Isabela City 126002,Sunset Elementary School Isabela City 126003,ICEPS Night Isabela City 198010,6.701536,121.969662,6.703019,121.963814,6.701388889,121.9694444,0.670999119,0.029264181,0.7002633,CS
Region IX,Isabela City,0.860788294,2,126023,126019,126026,Malamawi Central Elementary School Isabela City 126023,Diki Elementary School Isabela City 126019,Tampalan ES Isabela City 126026,6.715436,121.967903,6.71286,121.970169,6.711243,121.968712,0.382892797,0.477895497,0.860788294,CS
Region IX,Isabela City,1.314756935,3,126001,126020,198006,Isabela East Central Elementary School Isabela City 126001,Kaumpurnah Elementary School Isabela City 126020,Bishop Querexeta Elem. School Isabela City 198006,6.70806,121.978226,6.709106,121.975571,6.700942,121.98362,0.317536303,0.997220632,1.314756935,CS
Region IX,Isabela City,1.940652065,4,126005,126008,126014,Begang Central Elementary School Isabela City 126005,Kapatagan Diutay ES Isabela City 126008,Panunsulan Elementary School Isabela City 126014,6.68795,122.018318,6.680048,122.024559,6.681316,122.02137,1.124206267,0.816445798,1.940652065,CS
Region XI,Island Garden City of Samal,5.432652348,1,128598,128606,128612,Angel Villarica Central Elementary School Island Garden City of Samal 128598,Mambago-B Elementary School Island Garden City of Samal 128606,Jose N. Cabunilas Elementary School Island Garden City of Samal 128612,7.137708,125.689828,7.1088119,125.6933254,7.1563136,125.6954677,3.257818217,2.17483413,5.432652347,CS
Region XI,Island Garden City of Samal,9.89546347,3,128690,128683,128698,Kaputian Central Elementary School Island Garden City of Samal 128690,Anonang Elementary School Island Garden City of Samal 128683,Sta. Cruz Elementary School Island Garden City of Samal 128698,6.956077,125.738869,7.012421278,125.742212,6.940083,125.710995,6.317998356,3.577465111,9.895463467,CS
CAR,Kalinga,3.90762496,1,136150,136140,220503,Tinglayan Central School Kalinga 136150,Tinglayan Elementary School Kalinga 136140,Maswa Elementary School Kalinga 220503,17.265,121.1329,17.2565,121.1245,17.24194444,121.13,1.308276475,2.599348485,3.90762496,CS
CAR,Kalinga,4.389617171,2,136057,136054,136058,Pinukpuk Central School Kalinga 136057,Pakawit Elementary School Kalinga 136054,Pinukpuk Elementary School Kalinga 136058,17.57333333,121.3647222,17.5677,121.3816,17.5955,121.36472,1.908322507,2.481294663,4.38961717,CS
CAR,Kalinga,4.545701737,3,135962,135963,135974,Balbalan Central School Kalinga 135962,Balbalan Elementary School Kalinga 135963,Utah Community School Kalinga 135974,17.50055556,121.2022222,17.485,121.2019,17.52555556,121.2038889,1.741599377,2.80410236,4.545701737,CS
CAR,Kalinga,6.385281749,4,136076,136073,136081,Rizal Central School Kalinga 136076,Liwan West Annex (Alibangbang PS) Kalinga 136073,San Vicente Elementary School Kalinga 136081,17.52333333,121.5869444,17.4982,121.5804,17.53361111,121.6177778,2.898820541,3.486461208,6.385281749,CS
Region XII,Kidapawan City,3.33597975,1,131344,131328,131339,Lanao Central Elementary School Kidapawan City 131344,Suerte MES Kidapawan City 131328,Sibug Memorial Elementary School Kidapawan City 131339,7.02511782,125.0827746,7.018729255,125.0947185,7.02730661,125.0990856,1.507380611,1.828599139,3.33597975,CS
Region XII,Koronadal City,1.969317986,1,131397,131394,211002,Osita Central Elementary School Koronadal City 131397,Marbel 1 CES Koronadal City 131394,Mariano Villegas ES Koronadal City 211002,6.496388889,124.8527778,6.503888889,124.8469444,6.489406,124.848618,1.061008116,0.90830987,1.969317986,CS
Region I,La Union,0.853052789,1,100893,100895,100906,Bangar Central Elementary School La Union 100893,Caggao ES La Union 100895,Ter-Con Elementary School La Union 100906,16.895733,120.424144,16.898443,120.418617,16.89702,120.423018,0.665171989,0.187880799,0.853052788,CS
Region I,La Union,1.214092111,2,100911,100913,151002,Bauang North CS La Union 100911,Bigbiga ES La Union 100913,Quinavite Elementary School La Union 151002,16.52813611,120.3335639,16.52798,120.33401,16.53776,120.329477,0.050961913,1.163130199,1.214092112,CS
Region I,La Union,2.887374071,3,100961,100964,100968,Cantoria CS La Union 100961,Oaqui ES La Union 100964,Suyo ES La Union 100968,16.84271,120.402643,16.849981,120.418208,16.851547,120.405382,1.855571136,1.031802935,2.887374071,CS
Region I,La Union,2.953665812,4,100819,100818,100840,Aringay Central Elem.. School La Union 100819,Santa Rita ES La Union 100818,Sto. Rosario ES La Union 100840,16.395755,120.355723,16.38470833,120.3528278,16.386597,120.343345,1.2750317,1.678634112,2.953665812,CS
Region I,La Union,2.962472394,5,100991,100975,100988,Naguilian CS La Union 100991,BARAOAS SUR ELEM. SCHOOL La Union 100975,Lioac ES La Union 100988,16.534632,120.393602,16.545046,120.389576,16.54888611,120.3995694,1.243200645,1.71927175,2.962472395,CS
Region I,La Union,3.223408426,6,100846,100844,100853,Bacnotan Central School La Union 100846,Cabaroan ES La Union 100844,Paratong ES La Union 100853,16.722586,120.353324,16.736773,120.364299,16.72027778,120.3419444,1.976399624,1.247008802,3.223408426,CS
Region I,La Union,4.045702156,7,101114,100892,100894,Sudipen Central School La Union 101114,Bangaoilan ES La Union 100892,Cadapli Elementary School La Union 100894,16.904175,120.462348,16.900142,120.447589,16.887505,120.44823,1.643929788,2.401772368,4.045702156,CS
Region I,La Union,4.362819248,8,101130,100805,101129,Tubao Central School La Union 101130,Macalva ES La Union 100805,Sta. Teresa ES La Union 101129,16.346569,120.410677,16.342375,120.3874139,16.362571,120.413694,2.542509772,1.820309476,4.362819248,CS
