ID,School_ID,School_name,Latitude,Longitude,Mapped
149173,106095,San Isidro ES,14.8912798,120.7008056,1
149174,159519,Sitio Mindanao ES,14.871399,120.643195,1
149175,106108,San Esteban ES,14.854996,120.648057,1
149176,300915,San Esteban NHS,14.854712,120.647614,1
149177,106104,Consuelo Elementary,14.803101,120.656302,1
149178,300916,San Esteban NHS - Consuelo,14.802767,120.656662,1
149179,106122,Escaler ES,15.274669,120.733223,1
149180,106125,Navaling ES,15.274353,120.658295,1
149181,159527,Mariano D. Baron ES,15.26998611,120.7248111,1
149182,106124,Mapina Elementary School,15.260598,120.683868,1
149183,106138,Sta. Maria ES,15.25761,120.677015,1
149184,106118,Balitucan ES,15.25677222,120.7129611,1
149185,300875,Balitucan National High School,15.255391,120.712929,1
149186,106126,Pitabacan ES,15.255157,120.701637,1
149187,106141,Talimundoc Elementary School,15.25479722,120.6733139,1
149188,106121,Dolores Elementary School,15.25172778,120.6514028,1
149189,300888,"Dolores NHS, Magalang",15.251458,120.650889,1
149190,106140,Sto. Rosario ES,15.244885,120.638512,1
149191,106119,Bucanan Elementary School,15.23438333,120.6736389,1
149192,106117,Ayala ES,15.23317,120.704212,1
149193,106142,Turu ES,15.2328866,120.7182883,1
149194,106129,San Isidro Elementary,15.232515,120.636204,1
149195,306938,AYALA HIGH SCHOOL,15.22901,120.702167,1
149196,300889,Madapdap Resettlement HS,15.225838,120.614746,1
149197,300942,Tinajero National High School - Main,15.225698,120.614227,1
149198,159546,San Isidro Resettlement ES,15.22465,120.63963,1
149199,300943,Tinajero NHS - Sta. Lucia HS Annex,15.22357422,120.6289683,1
149200,105913,Cabalantian ES,15.22236529,120.6290513,1
149201,106137,Sta. Lucia ES,15.22217,120.62719,1
149202,106127,San Agustin ES,15.21997,121.064899,1
149203,159515,Orchard Elementary School,15.219652,120.715775,1
149204,106132,San Pablo ES,15.218114,120.677742,1
149205,300876,Andres M. Luciano HS,15.217935,120.6789762,1
149206,106131,San Miguel ES,15.21680278,120.6669167,1
149207,106128,San Francisco ES,15.21680278,120.6669167,1
149208,106139,Sto. Nino ES,15.216774,120.666924,1
149209,106123,Magalang CS,15.2161943,120.6601146,1
149210,106133,San Pedro II ES,15.210837,120.648582,1
149211,106136,Sta. Cruz ES,15.210306,120.662042,1
149212,106135,San Vicente ES,15.201151,120.683609,1
149213,106120,Camias Elementary School,15.19147,120.651733,1
149214,106130,San Jose ES,15.186778,120.640592,1
149215,106134,San Roque ES,15.085329,120.714073,1
149216,345531,"SHS in Magalang, Pampanga",,,0
149217,306950,Rodolfo V. Feliciano Memorial High School,,,0
149218,106157,San Nicolas Elementary School,14.892493,120.70477,1
149219,106156,San Isidro ES,14.89129,120.700908,1
149220,106152,Masantol ES,14.88913573,120.7084081,1
149221,106160,Sta. Lucia ES,14.8869499,120.7036191,1
149222,300933,"Masantol HS (Sta. Lucia NHS, Masantol)",14.876826,120.70771,1
149223,106154,Palimpe ES,14.876115,120.686546,1
149224,106146,Bebe Anac ES,14.87468064,120.708929,1
149225,159530,Sta. Cruz E/S (Annex),14.871153,120.669777,1
149226,106143,Alauli ES,14.870718,120.714769,1
149227,106147,Bebe Matua ES,14.86935399,120.706402,1
149228,106150,Cambasi Elementary School,14.86264354,120.6863899,1
149229,106149,Caingin ES,14.86104556,120.6992699,1
149230,106159,Sta. Cruz ES (Main),14.860659,120.675491,1
149231,106145,Balibago ES,14.852446,120.677519,1
149232,106161,Sua ES,14.852384,120.677497,1
149233,106155,Puti ES,14.85075826,120.6905798,1
149234,106144,Bagang ES,14.84691546,120.6974568,1
149235,106148,Bulacus Elementary School,14.84392476,120.6803678,1
149236,159541,San Pedro PS,14.842428,120.682025,1
149237,306906,Tarik Suliman High School,14.838829,120.689537,1
149238,159531,Sagrada Familia ES,14.836164,120.690007,1
149239,306926,Malauli High School,14.833177,120.677238,1
149240,106151,Malauli ES,14.830812,120.673399,1
149241,106153,Nigui ES,14.82563889,120.6836797,1
149242,306923,Sapang Kawayan High School,14.805619,120.685677,1
149243,106158,Sapang Kawayan ES,14.805349,120.685783,1
149244,106188,Pandacaqui ES,15.18094,120.64715,1
149245,106196,Sapang Maisac ES,15.180921,120.628188,1
149246,106189,Pandacaqui Resettlement Elementary School,15.178085,120.646234,1
149247,300905,Don Jesus Gonzales High School,15.176275,120.651155,1
149248,106181,Tangle ES,15.167785,120.651731,1
149249,106165,Buenavista ES,15.166392,120.663769,1
149250,106167,Cawayan ES,15.152702,120.670888,1
149251,106163,Anao ES,15.143117,120.69207,1
149252,300872,Nicanor David Vergara HS (Anao NHS),15.14099099,120.6925628,1
149253,106169,Culubasa ES,15.140425,120.6575611,1
149254,106180,Suclaban ES,15.137564,120.638138,1
149255,159540,Gandus Elementary School,15.128054,120.631963,1
149256,106172,Malino ES,15.127335,120.672914,1
149257,300896,Malino NHS,15.126381,120.674164,1
149258,106162,Acli ES,15.124978,120.642723,1
149259,106174,Panipuan ES,15.11611944,120.6361083,1
149260,106175,San Juan ES,15.11522853,120.7044526,1
149261,106166,Camuning ES,15.115099,120.664543,1
149262,300921,"San Juan NHS, Mexico",15.11438459,120.7034586,1
149263,106168,Concepcion ES,15.109514,120.712626,1
149264,106197,Nueva Victoria ES,15.098498,120.680307,1
149265,106182,Divisoria ES,15.09275806,120.6845135,1
149266,106195,San Vicente ES,15.092433,120.69977,1
149267,106176,San Patricio ES,15.091801,120.727383,1
149268,306924,Gerry Rodriguez HS,15.089083,120.6892773,1
149269,106164,Balas ES,15.08364444,120.7154734,1
149270,106177,San Rafael ES,15.078407,120.675933,1
149271,106194,San Miguel ES,15.075983,120.701033,1
149272,300901,Mexico National High School,15.07515195,120.7186333,1
149273,106199,Sto. Domingo ES,15.073311,120.743567,1
149274,306908,Diosdado Macapagal HS,15.07311445,120.743721,1
149275,106179,Sto. Rosario ES,15.07028,120.724371,1
149276,106190,Sabanilla ES,15.068047,120.698337,1
149277,106170,Eden ES,15.06666667,120.7166667,1
149278,106171,Laput ES,15.06666667,120.7166667,1
149279,106173,Pangatlan ES,15.06666667,120.7166667,1
149280,106178,Sta. Cruz ES,15.066661,120.716668,1
149281,106193,San Lorenzo ES,15.06662736,120.7388153,1
149282,106191,San Antonio ES,15.06359,120.724122,1
149283,106187,Mexico CS,15.05991891,120.7183302,1
149284,106198,Sta. Maria ES,15.059715,120.773925,1
149285,106186,Masamat ES,15.05736,120.698711,1
149286,106184,Lagundi ES,15.056016,120.711014,1
149287,106192,San Jose Matulid ES,15.0474897,120.7175321,1
149288,106185,Laug ES,15.045657,120.753224,1
149289,106183,Dolores ES (Piring ES),15.035999,120.748077,1
149290,106211,Sto. Domingo ES,14.98852924,120.7442887,1
149291,106210,Sta. Rita ES,14.979555,120.692879,1
149292,106209,Sta. Maria Elementary School,14.979342,120.73877,1
149293,300935,"Sta. Maria NHS, Minalin",14.97741896,120.7406687,1
149294,106207,San Pedro ES,14.976935,120.689812,1
149295,106204,Minalin ES,14.966956,120.685234,1
149296,106201,Dawe ES,14.966061,120.68616,1
149297,106202,Lourdes ES,14.96583073,120.7354836,1
149298,300936,Sto. Rosario NHS,14.965668,120.685846,1
149299,106205,San Francisco Elementary School,14.961365,120.670074,1
149300,306946,"Conrado P. Macapinlac , Sr. NHS",14.95509167,120.7186306,1
149301,106206,San Isidro ES,14.95329261,120.7195805,1
149302,106200,Bulac ES,14.952772,120.673256,1
149303,306939,BULAC HIGH SCHOOL,14.952227,120.67897,1
149304,106208,Saplad Elementary School,14.93941171,120.6847184,1
149305,106203,Maniango ES,14.93427612,120.6700714,1
149306,106223,"Manibaug Pasig (Madapdap) ES - Mabalacat, Pampanga",15.221842,120.610123,1
149307,106236,Sta. Cruz ES,15.121319,120.570915,1
149308,106235,Siñura Elementary School,15.116397,120.569664,1
149309,106222,Manibaug Paralaya ES,15.1153373,120.5671222,1
149310,106233,Sapang Uwak ES,15.11081111,120.4962389,1
149311,300911,Eastern Porac National High School,15.11009677,120.5591136,1
149312,106221,Manibaug Libutad ES,15.105845,120.5640046,1
149313,106215,Calzadang Bayu ES,15.10114722,120.5833139,1
149314,106217,Dolores ES,15.09447895,120.5277325,1
149315,106237,Villa Maria ES,15.08947,120.483986,1
149316,300908,Villa Maria IS,15.08945,120.483986,1
149317,159538,Mancantian ES (Balik Barangay),15.083913,120.549802,1
149318,106212,Babo Pangulo ES,15.075977,120.532605,1
149319,159537,Diaz ES,15.075066,120.475739,1
149320,300910,Pulong Santol NHS - Annex 1,15.073671,120.540146,1
149321,306913,Camias High School,15.07345,120.421745,1
149322,159520,Balik Barangay (Manibaug Pasig) ES,15.071395,120.541833,1
149323,106230,Porac ES,15.07064736,120.5405763,1
149324,106213,Babo Sacan ES,15.068277,120.542747,1
149325,106218,Jalung ES,15.066123,120.534599,1
149326,106216,Camias ES,15.054884,120.452671,1
149327,159539,Mitla ES ( Balik Barangay),15.048157,120.523586,1
149328,300909,Pulung Santol National High School,15.04614378,120.5591192,1
149329,106231,Pulung Santol Elementary School,15.0458218,120.5595722,1
149330,106228,Pio ES,15.04517809,120.5202232,1
149331,106224,Mitla ES,15.043881,120.530479,1
149332,106220,Mancatian ES,15.043679,120.530007,1
149333,300907,Porac Model Comm. HS (Resettlement School),15.04327,120.528824,1
149334,106234,Sepung Bulaun ES,15.04299403,120.5503772,1
149335,106219,Katutubo Village ES,15.042285,120.511923,1
149336,106225,Palat ES,15.04077425,120.5379591,1
149337,306933,Planas High School,15.035815,120.512131,1
149338,106229,Planas Elementary School,15.03408282,120.5143791,1
149339,106214,Balubad ES,15.0339142,120.5470474,1
149340,106227,Pias ES,15.019707,120.558084,1
149341,106232,Salu ES,15.01645275,120.542612,1
149342,102292,Francisco Henson Elementary School,,,0
149343,305618,Sapang Uwak High School,,,0
149344,307603,Panipuan High School,15.1224,120.629,1
149345,107186,Panipuan ES,15.115858,120.635963,1
149346,163003,Northville Elementary School,15.090397,120.650398,1
149347,107181,Dela Paz Norte ES,15.086642,120.628555,1
149348,307611,Northville High School,15.084669,120.65387,1
149349,105911,Bacolor ES - Bulaon Resettlement,15.082827,120.662193,1
149350,105926,Sta. Barbara ES (Bu;aon),15.082423,120.662933,1
149351,107167,Bulaon ES,15.0819525,120.6637568,1
149352,107190,Sindalan ES,15.077313,120.641741,1
149353,307601,Information and Communication Technology High School,15.076469,120.642349,1
149354,163001,Dela Paz Sur Elementary School,15.075703,120.63092,1
149355,301066,Sindalan NHS,15.075625,120.638206,1
149356,107180,Del Rosario ES,15.068521,120.6392812,1
149357,107177,Alasas ES,15.051854,120.650857,1
149358,163004,San Agustin IS Annex,15.051108,120.669792,1
149359,107182,Dolores ES,15.036462,120.682945,1
149360,107175,San Jose-Juliana ES,15.03288578,120.69204,1
149361,301064,Pampanga High School,15.0307228,120.6883627,1
149362,107200,Sto. Nino ES,15.029831,120.68074,1
149363,107195,San Fernando ES,15.0296337,120.6908698,1
149364,107194,Mansgold Elementary School,15.02331237,120.694034,1
149365,107197,San Juan South ES,15.019375,120.680305,1
149366,107198,San Pedro ES,15.018287,120.691963,1
149367,107168,Camp Olivas ES,15.01501882,120.7049209,1
149368,159518,Sta. Barbara Elem. Sch. Proper,15.004888,120.639773,1
149369,500137,Nuestra Senora Del Pilar IS,,,0
149370,500139,St. Vincent of Quebiawan IS,,,0
149371,500142,San Nicolas IS,,,0
149372,500147,Del Carmen Integrated School,,,0
149373,500149,San Agustin IS,,,0
149374,500979,Pandaras Integrated School,,,0
149375,500981,Arch. E. Cinense Memorial Integrated School,,,0
149376,501137,San Jose Panlumacan Integrated School,,,0
149377,305570,City of San Fernando Tech-Voc Senior High School,,,0
149378,345268,Dolores Stand Alone Senior High School,,,0
149379,500136,Lara IS,,,0
149380,500140,Baliti IS,,,0
149381,500141,San Isidro Integrated School,,,0
149382,500143,Saguin IS,,,0
149383,500144,Telabastagan IS,,,0
149384,500145,Maimpis IS,,,0
149385,500146,Calulut IS,,,0
149386,500977,San Pablo Integrated School,,,0
149387,500978,Pulung Bulu Integrated School,,,0
149388,500980,Malpitic Integrated School,,,0
149389,501141,Malino Integrated School,,,0
149390,500138,City of San Fernando West IS,,,0
149391,500148,Magliman IS,,,0
149392,500150,Sta. Lucia Integrated School,,,0
149393,106249,Sta. Cruz Pambilog ES,15.064188,120.814644,1
149394,106253,Sto. Rosario ES,15.061077,120.785568,1
149395,106244,San Juan ES,15.05984035,120.8082372,1
149396,300922,San Juan-San Luis NHS,15.058474,120.80426,1
149397,106248,Sta. Catalina ES,15.0566866,120.7996382,1
149398,306929,Sta. Catalina High School,15.045632,120.79454,1
149399,106240,San Carlos ES,15.042218,120.758392,1
149400,306944,San Luis NHS,15.039586,120.787003,1
149401,106245,San Luis CS,15.03947673,120.7922891,1
149402,106250,Sta. Monica ES,15.03637,120.789446,1
149403,106251,Sta. Rita ES,15.0301534,120.779129,1
149404,106239,San Agustin Elementary School,15.02994,120.780075,1
149405,159514,Bebe PS,15.023334,120.836174,1
149406,106241,San Isidro ES,15.02260058,120.8259309,1
149407,300918,San Isidro NHS (San Luis),15.02194662,120.8268319,1
149408,106238,Don Emigdio Bondoc ES,15.020883,120.819099,1
149409,106252,Sto. Nino ES,15.018396,120.850038,1
149410,306934,Emigdio A. Bondoc High School,15.012697,120.839592,1
149411,106247,San Roque ES,15.011946,120.842056,1
149412,300923,San Juan-San Luis National High School Annex (San Carlos),15.008816,120.713697,1
149413,306902,San isidro National High School (San Jose Integrated),15.001967,120.869545,1
149414,106242,San Jose ES,15.0003657,120.8707698,1
149415,106243,San Jose Proper ES,14.99709886,120.8788758,1
149416,500123,San Nicolas ES,,,0
149417,106255,Dela Paz ES,15.02645,120.736687,1
149418,106261,San Pablo ES,15.025124,120.752022,1
149419,300887,Dela Paz Libutad NHS,15.02438602,120.738213,1
149420,106260,San Nicolas ES,15.021225,120.779793,1
149421,106264,Sta. Cruz ES,15.013733,120.779732,1
149422,106262,San Pedro ES,15.01092861,120.7796229,1
149423,300926,San Pedro NHS,15.01065164,120.7774919,1
149424,106257,San Isidro ES,15.009837,120.755013,1
149425,159503,San Juan ES,15.000204,120.778701,1
149426,306917,Sta. Monica High School,14.998531,120.757774,1
149427,306918,San Simon High School,14.994054,120.777649,1
149428,106263,San Simon Elementary School,14.99387,120.776878,1
149429,106265,Sta. Monica ES,14.993248,120.750793,1
149430,106259,San Miguel ES,14.9912601,120.7812397,1
149431,106266,Sto. Nino ES,14.985198,120.760643,1
149432,106256,San Agustin ES,14.983239,120.752487,1
149433,106258,San Jose ES,14.980837,120.779572,1
149434,500026,CONCEPCION INTEGRATED SCHOOL,,,0
149435,106285,Sta. Lucia ES,15.263051,120.541969,1
149436,106287,Sto. Rosario ES,15.119991,120.740936,1
149437,106282,San Roque ES,15.11931,120.727371,1
149438,106277,San Isidro ES,15.115156,120.7721767,1
149439,300919,San Isidro NHS (Sta. Ana),15.11366019,120.7731216,1
149440,106280,San Nicolas Elementary School,15.107155,120.779999,1
149441,106283,Santiago ES,15.10528272,120.7732245,1
149442,300932,Sta. Ana NHS,15.103428,120.742171,1
149443,106276,San Agustin ES,15.102325,120.7432889,1
149444,106278,Fulgencio Matias Elem. School,15.094629,120.764748,1
149445,106284,Sta. Ana Elementary,15.0935675,120.7683402,1
149446,106281,San Pablo ES,15.09318,120.767952,1
149447,106279,San Juan ES,15.082693,120.771637,1
149448,106286,Sta. Maria ES,15.076607,120.776419,1
149449,306945,Telesforo Natividad NHS,15.074943,120.775166,1
149450,106291,San Basilio ES,15.03282846,120.5835451,1
149451,106290,Holy Family Village ES,15.031447,121.064899,1
149452,106289,Diladila ES,15.015539,120.580063,1
149453,300881,San Basilio HS (Becuran NHS Annex),15.008247,120.59329,1
149454,106292,San Isidro ES,15.007842,120.612587,1
149455,106288,Becuran ES,15.00721,120.59256,1
149456,300880,Becuran National High School,15.00668604,120.5946799,1
149457,106293,San Juan ES,15.004344,120.621857,1
149458,106294,San Matias ES,15.004168,120.60368,1
149459,306911,AMBROCIO S.SIMPAO EDUCATIONAL AND TRADET CENTER OF LEARNING,14.992603,120.600303,1
149460,106296,V. De Castro ES,14.992318,120.608932,1
149461,106295,Sta. Rita CS,14.849592,120.293635,1
149462,106303,Sto. Rosario ES,15.072124,120.585678,1
149463,106298,Moras Dela Paz ES,15.012579,120.710564,1
149464,300924,San Matias NHS,15.008239,120.715146,1
149465,106302,Sapa ES,15.00438747,120.7076729,1
149466,106300,San Matias ES,15.004168,120.60368,1
149467,106297,Balangcas ES,15.001438,120.727127,1
149468,106301,San Vicente ES,14.99439444,120.7043667,1
149469,300938,"Sto. Tomas NHS, Sto. Tomas",14.989903,120.715231,1
149470,106304,Sto. Tomas ES,14.98899167,120.7100139,1
149471,106299,San Bartolome ES,14.987696,120.70562,1
149472,106275,Sto. Tomas ES,14.948631,120.623489,1
149473,300937,"Sto. Tomas NHS, Sasmuan",14.94666163,120.6244215,1
149474,106272,Sasmuan CS,14.93749722,120.6212472,1
149475,106274,Sta. Monica PS,14.93749722,120.6212472,1
149476,106271,San Pedro ES,14.93594229,120.6256794,1
149477,106270,Remedios ES,14.93485833,120.5869778,1
149478,106269,Malusac ES,14.85581936,120.6228739,1
149479,300897,Malusac NHS,14.85551439,120.6222419,1
149480,106273,Sebitanan ES,14.84312519,120.6182118,1
149481,106268,Mabuanbuan ES,14.82944444,120.6009278,1
149482,106267,Batang II ES,14.81710082,120.6206766,1
149483,306948,Sebitanan NHS,,,0
149484,106306,Bantog ES,15.77017476,120.6226864,1
149485,160004,Dagundon ES,15.77011281,120.622319,1
149486,106307,Casili ES,15.75316362,120.6120515,1
149487,300946,Anao NHS,15.729493,120.6274,1
149488,106305,Dolores Ongsiako CES,15.72915973,120.6260848,1
149489,106309,San Jose ES,15.72720274,120.6243172,1
149490,106308,San Francisco ES,15.72045639,120.6064591,1
149491,106325,San Rafael ES,15.32263463,120.5964303,1
149492,106316,Delos Remedios ES,15.29703862,120.5922568,1
149493,106311,Pag-asa Elementary School,15.295362,120.546155,1
149494,106321,Villa Concepcion ES,15.29521724,120.5583751,1
149495,300962,Dapdap HS,15.295001,120.546807,1
149496,106310,Anupul ES,15.29370631,120.5629027,1
149497,160003,Magurol-gurol Primary School,15.29167792,120.541268,1
149498,106314,Banaba ES,15.28245159,120.5241233,1
149499,106317,Lourdes ES (Dapdap),15.279937,120.526194,1
149500,106312,Bamban CS,15.279924,120.568305,1
149501,300990,San Roque NHS,15.279362,120.569474,1
149502,106315,Dapdap Resettlement ES,15.279083,120.522251,1
149503,106324,San Pedro ES,15.277189,120.524547,1
149504,106313,Bamban Gabaldon ES,15.276081,120.565842,1
149505,106323,San Nicolas ES,15.27186901,120.5592978,1
149506,160007,Don Dominciano Tizon PS,15.26916248,120.56647,1
149507,106318,Lourdes ES - Park,15.264231,120.557528,1
149508,106319,Mainang Resett ES,15.263278,120.522959,1
149509,106320,Malasa ES,15.25959359,120.4850489,1
149510,160011,Gumain Primary School,15.25780294,120.5461389,1
149511,106327,Sto. Nino ES,15.24087893,120.5306411,1
149512,106326,San Vicente ES,15.23538221,120.5335915,1
149513,106322,San Martin ES,15.23135534,120.5017805,1
149514,160010,Burog Elementary School,15.22493185,120.4856443,1
149515,106332,Pindangan 2nd ES,15.744758,120.413375,1
149516,300952,Bilad High School,15.742174,120.442497,1
149517,106333,Pindangan First ES,15.738407,120.43244,1
149518,106339,Bilad ES,15.736649,120.438869,1
149519,160005,Bilad ES - Annex,15.73326,120.435828,1
149520,106328,Bacabac ES,15.730469,120.4317,1
149521,106342,Caniag ES,15.728341,120.447455,1
149522,106343,Carael ES,15.725434,120.460378,1
149523,106334,Sawat ES,15.717833,120.429331,1
149524,106352,Sinilian III ES,15.717438,120.451025,1
149525,106366,Sinulatan ES,15.71142219,120.3949857,1
149526,106351,Sinilian II ES,15.708073,120.453501,1
149527,106362,Libueg ES,15.70635625,120.4172909,1
149528,106344,Florida ES,15.70082,120.473422,1
149529,106336,Tambugan ES,15.69813,120.418911,1
149530,106331,Cayaoan ES,15.696415,120.415081,1
149531,300958,Camiling School of Home Industries,15.69577211,120.4600909,1
149532,106350,Sinilian I ES,15.69358,120.459884,1
149533,106360,Camiling West CS,15.6903985,120.4080319,1
149534,106345,Lasong ES,15.689128,120.47881,1
149535,106358,Bobon 1st- Palimbo   Proper ES,15.68898083,120.3877652,1
149536,106330,Camiling North ES,15.688663,120.413335,1
149537,106341,Camiling East CES,15.687615,120.420367,1
149538,106329,Camiling CS,15.686489,120.414083,1
149539,106348,Matubog ES,15.686473,120.446951,1
149540,106347,Marawi ES,15.68526,120.4653144,1
149541,300972,Marawi National High School,15.683168,120.463042,1
149542,106335,Surgui ES,15.675808,120.414448,1
149543,106361,Cayasan PS,15.67355112,120.3649235,1
149544,106338,Bancay I ES,15.671692,120.450781,1
149545,106364,Pao ES,15.66897751,120.4091424,1
149546,106359,Bobon 2nd ES,15.66769399,120.3847826,1
149547,106349,San Isidro ES,15.666041,120.466332,1
149548,106337,Tuec ES,15.663686,120.411468,1
149549,106363,Manaquem ES,15.65958978,120.3776211,1
149550,300973,Birbira High School,15.658983,120.360908,1
149551,106357,Birbira ES,15.65809184,120.3618121,1
149552,106354,Telbang ES,15.655907,120.403488,1
149553,106340,Cabanabaan ES,15.651651,120.423991,1
149554,160008,Malacampa ES Annex,15.649791,120.408745,1
149555,106355,Anoling ES,15.64717202,120.3883553,1
149556,106356,Bacsay ES,15.64399772,120.3421676,1
149557,106353,Sta. Maria ES,15.642492,120.426314,1
149558,106365,Papaac Elementary School,15.64133479,120.3290087,1
149559,106346,Malacampa ES - Main,15.640198,120.411814,1
149560,307006,Malacampa NHS,15.639792,120.411631,1
149561,136929,Nagserialan Elementary School,,,0
149562,160012,Susuba ES (Annex),15.53115833,120.9689194,1
149563,106368,"Benigno Aquino, Jr. ES (Calingcuan ES)",15.39968,120.598186,1
149564,160018,Manabayukan ES,15.39175,120.5969167,1
149565,106376,Sta. Rita ES,15.384957,120.574875,1
149566,106378,Talaga ES,15.380436,120.59692,1
149567,106384,Lawy ES,15.37709138,120.5536814,1
149568,300968,Lawy NHS,15.375985,120.552628,1
149569,106375,Manga ES,15.373794,120.574714,1
149570,106382,Bueno Elementary School,15.3693637,120.4243183,1
149571,106373,Dolores ES,15.368588,120.591947,1
149572,106390,Sta. Lucia ES,15.36833436,120.4876399,1
149573,300993,Sta. Lucia NHS,15.367764,120.492324,1
149574,106392,Cristo Rey East ES,15.36055204,120.5365661,1
149575,300976,Cristo Rey HS (ORES),15.359929,120.530433,1
149576,106391,Cristo Rey West ES,15.35900796,120.5293429,1
149577,300994,Capas High School,15.358921,120.590796,1
149578,106386,Manlapig ES,15.35858896,120.5649626,1
149579,106379,Aquino ES,15.35585768,120.5273902,1
149580,106367,Angelina Dizon Jimenez ES (Sto. Domingo ES),15.350979,120.457376,1
149581,300977,O'Donnell High School,15.350751,120.459584,1
149582,160016,Pilien PS,15.35070023,120.4574114,1
149583,106388,Cristo Rey Central E/S,15.35022948,120.5732238,1
149584,106383,Capas West Central Elementary School,15.34968631,120.4589939,1
149585,160017,San Agustin PS,15.337421,120.464569,1
149586,106370,Capas East Central,15.336682,120.592324,1
149587,106371,Capas Gabaldon ES,15.330882,120.592691,1
149588,307005,Sta. Juliana High School (O'Donnell HS Annex),15.328165,120.430206,1
149589,106389,Sta. Juliana ES,15.3280618,120.4301119,1
149590,106372,Juan Navarro ES,15.326076,120.59239,1
149591,106377,Susuba ES,15.320247,120.582778,1
149592,106374,Kawili-Wili ES,15.31701389,120.5443861,1
149593,106381,Binyayan PS,15.31253889,120.5781639,1
149594,106369,Calangitan ES,15.311609,120.524858,1
149595,300956,Calangitan HS (Resettlement School),15.311541,120.524989,1
149596,106387,Maruglo ES,15.303278,120.416636,1
149597,160001,Alunan Elem. School,15.28716571,120.2941132,1
149598,160002,Tarukan ES,15.236092,120.37389,1
149599,160020,Sitio Salangui PS,,,0
149600,160019,Flora PS,,,0
149601,500124,Aranguren Integrated School,,,0
149602,106408,Parang ES,15.42792449,120.657413,1
149603,106410,San Agustin ES,15.40356711,120.6078994,1
149604,106406,Mabilog ES,15.39459915,120.6644243,1
149605,300957,Caluluan HS,15.379515,120.70161,1
149606,106395,Concepcion East CS,15.379067,120.708268,1
149607,106414,Sta. Rosa IS,15.37763965,120.6175554,1
149608,106417,Tinang ES,15.37630518,120.6534621,1
149609,106401,Parulung ES,15.374288,120.697303,1
149610,307017,Caluluan High School Annex,15.36822573,120.6876576,1
149611,106396,Coral Cambing ES,15.367212,120.688248,1
149612,106400,Malupa ES,15.36117,120.746698,1
149613,106399,Magunting ES,15.359184,120.731506,1
149614,106412,San Miguel ES,15.35801736,120.6747133,1
149615,106438,San Juan De Castro ES,15.35377,120.604973,1
149616,106416,Talimundoc SM ES,15.34910951,120.6605512,1
149617,106442,Sto. Nino ES,15.346564,120.631412,1
149618,106409,Pitabunan ES,15.34169378,120.6539637,1
149619,106405,Lourdes Elementary School,15.34014167,120.6890028,1
149620,106407,Pao ES,15.33954169,120.6765854,1
149621,106402,Sta. Cruz ES,15.337855,120.697354,1
149622,106393,Cafe ES,15.337043,120.708654,1
149623,106397,Culatingan ES,15.33666,120.720531,1
149624,106431,Jefmin ES,15.336145,120.625117,1
149625,106413,Sta. Maria ES,15.33595656,120.6582499,1
149626,106415,Sto. Cristo ES,15.33282404,120.6718004,1
149627,106427,Alfonso ES,15.329759,120.638911,1
149628,106428,Concepcion West Central ES,15.328318,120.627718,1
149629,106411,San Jose ES,15.32617861,120.6595534,1
149630,300951,Benigno S. Aquino National High School,15.326125,120.653219,1
149631,106404,Concepcion North CES,15.32594062,120.6543204,1
149632,106430,Green Village ES,15.324445,120.646486,1
149633,106421,Concepcion South ES,15.324386,120.656477,1
149634,106435,Minane ES,15.320335,120.650801,1
149635,106403,Sta. Monica ES,15.319013,120.648409,1
149636,106426,Aurora Aquino ES,15.316623,120.660594,1
149637,106422,Lilibangan ES,15.313808,120.707624,1
149638,106398,Magao ES,15.312975,120.733073,1
149639,106433,Macabacle ES,15.310983,120.64239,1
149640,106437,San Francisco ES,15.309472,120.63823,1
149641,106432,Ligaya ES,15.306539,120.608752,1
149642,106394,Castillo ES,15.305152,120.7323,1
149643,106419,Balutu ES,15.303188,120.695018,1
149644,106434,Macangcong ES,15.300185,120.618719,1
149645,300949,Anastacio G. Yumul High School,15.296754,120.690807,1
149646,106440,San Vicente Calius PS,15.295186,120.645383,1
149647,106420,Calius-Gueco ES,15.293168,120.708359,1
149648,106441,San Vicente Corba ES,15.292144,120.655079,1
149649,106429,Dungan ES,15.291034,120.617258,1
149650,106424,Panalicsican ES,15.290361,120.720657,1
149651,106436,San Antonio ES,15.287613,120.671776,1
149652,106439,San Nicolas Balas ES,15.284925,120.649023,1
149653,106423,Marimla ES,15.284547,120.736731,1
149654,106425,San Bartolome ES,15.282353,120.678128,1
149655,106418,Almendras ES,15.275284,120.695908,1
149656,307020,Sta. Rosa Integrated School,,,0
149657,229503,Concepcion Special Education Center,,,0
149658,106453,Oloybuaya ES,15.640741,120.617067,1
149659,106454,Plastado ES,15.636471,120.607878,1
149660,106446,Carbonel ES,15.635598,120.623456,1
149661,300954,Buenlag NHS,15.627004,120.581447,1
149662,106445,Buenlag ES,15.626979,120.582051,1
149663,106458,Sta. Lucia ES,15.625685,120.529217,1
149664,106461,Tangcaran PS,15.623752,120.515264,1
149665,300981,Quezon NHS,15.621353,120.49991,1
149666,106455,Quezon ES,15.619893,120.500112,1
149667,106457,Singat ES,15.617739,120.624349,1
149668,106444,Apsayan ES,15.617109,120.585055,1
149669,106447,Caturay ES,15.617062,120.597369,1
149670,106448,Dicolor ES,15.61691,120.557753,1
149671,106452,Magaspac ES,15.615515,120.597608,1
